,地址,经度,纬度,等级
虹口区凉城新村街道社区卫生服务中心文苑社区卫生服务站,虹口区车站北路732弄77号,121.46055800675875,31.301638003014652,一级
上海慈安堂中医门诊部,上海市杨浦区翔殷路505弄11号一楼1，2，3门面,121.53046415052998,31.307677716898745,一级
上海中和堂中医门诊部,上海市杨浦区黄兴路1868弄6号1楼,121.5156236764603,31.29496085571169,一级
上海华康护理院,开鲁五村1号,121.52267260117418,31.328198668969986,一级
上海瑞通护理院,杨浦区通北路888号,121.51059554364274,31.26717594646927,一级
上海瑞江护理院,上海市杨浦区平凉路675号,121.52083824339972,31.260185947560526,一级
上海同保康中医门诊部（限于中医科的中药饮片和中药煎药费）,上海市杨浦区平凉路429-437单号（二、三楼）,121.53649214487534,31.271442070024193,一级
上海岳医华氏余天成门诊部（限于中医科的中药饮片和中药煎药费）,上海市杨浦区许昌路1600号二楼,121.50813315481219,31.275520212388606,一级
上海国东中医门诊部（限于中医科的中药饮片和中药煎药费）,上海市杨浦区平凉路1489号,121.53448664947747,31.26727309762307,一级
上海惠生堂中医门诊部,上海市杨浦区凤城路101号,121.51831298789,31.281378952065367,一级
上海怀德护理院,杨浦区怀德路720号,121.51984570896695,31.262803081155212,一级
杨浦区中医医院,眉州路185号,121.53191042761009,31.2615332986389,二级
上海新医联门诊部,四平路953号,121.49774073707285,31.277850350991145,一级
上海上体伤骨科医院,恒仁路188号,121.51938191131262,31.31327223049193,一级
上海日月星护理院,杨浦区松花江路127号,121.5366052698193,31.297790495212887,一级
杨浦区殷行社区卫生服务中心闸二社区卫生服务站,闸殷路181弄21号,121.5259719861325,31.332123038375652,一级
杨浦区殷行社区卫生服务中心新江湾城时代花园社区卫生服务站,殷行路850弄53号一楼,121.52004455243568,31.33207909389002,一级
杨浦区殷行社区卫生服务中心政立社区卫生服务站,政立路501号,121.50016171513444,31.310218607624023,一级
杨浦区殷行社区卫生服务中心政和社区卫生服务站,政和路1011号,121.51182371991268,31.339816108330332,一级
杨浦区延吉社区卫生服务中心友谊社区卫生服务站,友谊新村227号103室,121.53146757139943,31.279604507403143,一级
杨浦区江浦社区卫生服务中心金鹏社区卫生服务站,兰州路1153号,121.52159294331733,31.26979086716042,一级
杨浦区大桥社区卫生服务中心平青社区卫生服务站,周家牌路91号1-2楼,121.53799205919655,31.263834805379933,一级
杨浦区大桥社区卫生服务中心富天苑社区卫生服务站,周家嘴路3196号一层,121.52926191014541,31.27806760078094,一级
杨浦区五角场街道社区卫生服务中心建新社区卫生服务站,邯郸路470弄8号,121.50679017111332,31.301775578169423,一级
杨浦区五角场街道社区卫生服务中心国定社区卫生服务站,政立路580弄29号临3-7,121.50278932099137,31.30831917730519,一级
杨浦区五角场街道社区卫生服务中心政旦东路社区卫生服务站,政旦东路4号,121.51468767877083,31.304164555452523,一级
杨浦区五角场镇社区卫生服务中心市光社区卫生服务站,三门路11弄,121.51158104493278,31.314061822201413,一级
杨浦区五角场镇社区卫生服务中心民京社区卫生服务站,民京路837弄9号,121.51767125487001,31.323664570989187,一级
杨浦区五角场镇社区卫生服务中心文化佳园社区卫生服务站,国权东路99弄3号底层,121.5204562806924,31.29221745011711,一级
杨浦区五角场镇社区卫生服务中心兰馨社区卫生服务站,翔殷路791弄3号,121.52290736874032,31.304437271010713,一级
杨浦区五角场镇社区卫生服务中心洪东社区卫生服务站,翔殷路287号,121.53721508640703,31.30893155041367,一级
杨浦区四平社区卫生服务中心密云社区卫生服务站,大连西路30弄17号,121.49306168350026,31.28012937719463,一级
杨浦区定海社区卫生服务中心军工社区卫生服务站,军工路339弄周家3号103-104室,121.5513613930999,31.287978267217657,一级
杨浦区长白社区卫生服务中心敦化路社区卫生服务站,敦化路48号,121.53400891592092,31.295051422041833,一级
上海共清老年护理院,杨浦区国权路33号,121.50406215957867,31.293225910519283,一级
上海瑞方护理院,杨浦区敦化路167号,121.53405619635095,31.2933732097383,一级
上海仰仁堂中医门诊部,杨浦区长阳路1080号6102、7102室,121.52033108820022,31.265716159661565,一级
第二军医大学第一附属医院,长海路168号,121.52372452418702,31.310611077025058,三级
上海交通大学医学院附属新华医院,控江路1665号,121.5134267451113,31.275304665853,三级
第二军医大学第三附属医院（上海东方肝胆外科医院）第二执业点,长海路225号,121.52476978114632,31.312269229261588,三级
上海市肺科医院,政民路507号,121.49748959155976,31.30426391576015,三级
上海市肺科医院延庆路门诊部,延庆路130号,121.44564053994611,31.21713072920954,三级
杨浦区中心医院（二级结算）,腾越路450号,121.54636258250517,31.27369561908558,三级
杨浦区中心医院中原分院（二级结算）,开鲁路500号,121.52332483765845,31.327046846371697,三级
杨浦区市东医院,市光路999号,121.5331359645054,31.323150475533872,二级
杨浦区市东医院分院,营口路762号,121.52959421364001,31.298716032008716,二级
杨浦区控江医院,双阳路480号,121.52631608548003,31.284459343086763,二级
杨浦区中心医院安图分部,延吉东路200号,121.53874172333768,31.29313227802778,二级
杨浦区中心医院传染病分院,松花江路3号,121.53371292376322,31.296407164391212,二级
上海市第一康复医院,杭州路349号,121.53364649874484,31.263235811529942,二级
杨浦区中医医院第二执业点（限住院医保结算）,眉州路34号,121.53441309298431,31.25936534490862,二级
杨浦区精神卫生中心,周家嘴路4214弄16号,121.54767897372056,31.284155866475956,二级
杨浦区妇幼保健院(所）,杨浦区长阳路1389弄75号乙,121.52409206940693,31.270706218466326,二级
杨浦区牙病防治所,平凉路1814号,121.53894520413932,31.27022323355339,二级
杨浦区牙病防治所中原口腔门诊部,国和路1045号,121.52524565916926,31.32011952535462,二级
杨浦区定海社区卫生服务中心,爱国路77号,121.54843313387927,31.280265945299487,一级
杨浦区控江社区卫生服务中心,延吉西路100号,121.51640538635345,31.28271304976511,一级
杨浦区江浦社区卫生服务中心,许昌路1482号,121.50913791989856,31.27300421555386,一级
杨浦区江浦社区卫生服务中心辽阳社区卫生服务站,辽阳路387号,121.51067709781555,31.263997551984758,一级
杨浦区平凉社区卫生服务中心,杨浦区平凉路335路,121.51598512459982,31.256823901629577,一级
杨浦区平凉社区卫生服务中心（许昌路执业点）,许昌路887号,121.51607379892158,31.264311890749745,一级
杨浦区平凉社区卫生服务中心江浦路门诊部,齐齐哈尔路828号,121.52149182641149,31.26719170344374,一级
杨浦区延吉社区卫生服务中心,水丰路383号,121.53296816207079,31.2908825733141,一级
杨浦区殷行社区卫生服务中心,殷行路429号,121.51649865861214,31.330778677873056,一级
杨浦区四平社区卫生服务中心,铁岭路39号,121.50988700116868,31.279641615104595,一级
杨浦区五角场街道社区卫生服务中心,纪念路100号甲,121.48793350515184,31.301135557802386,一级
杨浦区大桥社区卫生服务中心,杨浦区长阳路1389弄75号,121.5240218240083,31.270907945019818,一级
杨浦区长白社区卫生服务中心,松花江路15号,121.54001671346165,31.29972851203312,一级
杨浦区五角场镇社区卫生服务中心,杨浦区营口路760号,121.52959421364001,31.298716032008716,一级
杨浦区民星地段医院,民星路574号,121.5294685518049,31.31389581698315,一级
上海中原护理院,开鲁路382弄36号,121.52947037135161,31.328045552586932,一级
杨浦区民办安定医院,平凉路222弄1号,121.51401346982988,31.255209005130876,一级
上海新光医院,佳木斯路258号,121.53491518692026,31.299855685366246,一级
上海大柏树门诊部,政立路784～788号双号,121.48976838458768,31.309160898484222,一级
上海利民门诊部,四平路2100弄24号底层,121.508940260097,31.29625307737082,一级
上海海滨门诊部,临青路535号底层、537号底层-2层、539号底层-2层、543号2层,121.5330791919505,31.270581277414898,一级
上海荣庆堂中医门诊部,上海市杨浦区靖宇中路70号一层南间、二层南间,121.5453827756892,31.205555655833077,一级
上海市杨浦区新江湾城街道社区卫生服务中心,杨浦区政和路107号,121.5084739308411,31.327979595344566,一级
上海东胡庆余堂中医门诊部,上海市杨浦区周家嘴路3850号,121.54093969844861,31.28223763433568,一级
上海泽顾护理院,上海市杨浦区延吉中路105号,121.52765318646853,31.28619910791536,一级
上海怡百康护理院,双阳支路10-1号,121.53436052485623,31.276281970118685,一级
杨浦区殷行社区卫生服务中心水电新村社区卫生服务站,水电新村8号甲,121.52356780251995,31.336917944566625,一级
杨浦区殷行社区卫生服务中心市光四村社区卫生服务站,市光四村56号,121.53201570603287,31.32177923438573,一级
杨浦区殷行社区卫生服务中心国和社区卫生服务站,国和路1045号,121.52524565916926,31.32011952535462,一级
杨浦区沪东老年护理院,杨浦区双阳路488号,121.52631207148582,31.284473326821686,一级
七宝社区卫生服务中心联明村卫生室,七宝镇联明村,121.34421194543178,31.144171682254363,一级
龙柏社区卫生服务中心虹光村卫生室,沪青平公路249弄125号,121.34593049370717,31.178027092913926,一级
上海弘元中医门诊部,上海市闵行区芦恒路196弄19号301室,121.48896378722156,31.11734758267235,一级
上海道培医院,闵行区瑞丽路126号,121.40243035198765,31.01200023680111,二级
闵行区莘庄第二社区卫生服务中心,莘松路958弄大浪湾道68号,121.34437068550027,31.10864667894551,一级
闵行区牙病防治所第二执业点,"繁兴路1008,1030,1034,1038号",121.28410251182432,31.22184604205655,二级
闵行区莘庄社区卫生服务中心新天地社区卫生服务站,疏影路693号,121.36405982532912,31.1221269521261,一级
上海同心护理院,闵行区双柏路1328号,121.42759300753026,31.089804758079843,一级
上海都庄门诊部,闵行区鹤翔路28弄11号201甲、12号,121.40282825092298,31.04908067903652,一级
上海沪闵医院,上海市闵行区建设路40号,121.41809496235062,31.000620704992397,一级
上海众益达中医门诊部,闵行区新镇路1151号1幢、2幢,121.35507285770376,31.15553278455387,一级
闵行区江川社区卫生服务中心汽轮社区卫生服务站,闵行区兰坪路48-1,121.41777569247391,30.99973194092821,一级
闵行区颛桥社区卫生服务中心君莲分中心（结算范围限于门诊）,闵行区沪光路151号,121.41265378137913,31.08167440573626,一级
闵行区新虹社区卫生服务中心,闵行区申滨路618号,121.30478415634029,31.206627539148258,一级
上海振国医院,虹梅南路4855号,121.44213981471269,31.06007331364755,一级
上海圣嘉门诊部,闵行区虹莘路3079号,121.37239232159617,31.15935946142619,一级
闵行区莘庄社区卫生服务中心春申复地社区卫生服务站,闵行区腾冲路225号,121.39105083386214,31.103157373124702,一级
闵行区江川社区卫生服务中心电机社区卫生服务站,瑞丽路22弄4号,121.40177773691016,31.00569882076231,一级
闵行区江川社区卫生服务中心东风社区卫生服务站,兰坪路301弄12支弄25号,121.41501204145902,31.009875654221357,一级
闵行区七宝社区卫生服务中心华林社区卫生服务站,中谊路888弄105-109号,121.34924481724947,31.144078140891395,一级
闵行区马桥社区卫生服务中心元吉社区卫生服务站,闵行区马桥镇联青路135弄186号,121.38071999828792,31.04323765821897,一级
闵行区马桥社区卫生服务中心华银坊社区卫生服务站,闵行区马桥镇银春路1841-1845号,121.39071036587579,31.02913777851047,一级
闵行区古美社区卫生服务中心古龙社区卫生服务站,古美路1003号,121.39699132645544,31.15462258336133,一级
闵行区马桥社区卫生服务中心旗忠社区卫生服务站,闵行区马桥镇旗忠村,121.34107392522685,31.058343939298396,一级
上海同康医院,双柏路888号40幢西楼,121.43786777112113,31.09153661480132,一级
上海华泰医院,纪翟路1688号,121.26818202286844,31.237421376927404,一级
上海金都门诊部,都市路3645号、3649号,121.39655141579175,31.084696771539196,一级
闵行区马桥社区卫生服务中心华邻松社区卫生服务站,闵行区马桥镇彭渡村十组,121.36328324585774,30.99218345442267,一级
闵行区古美社区卫生服务中心东兰社区卫生服务站,龙茗路1706号（二楼）,121.37825246598027,31.155039379855506,一级
闵行区虹桥社区卫生服务中心红春社区卫生服务站,虹梅路3321弄综合楼1楼,121.37867908478925,31.189360472280782,一级
闵行区颛桥社区卫生服务中心鑫泽阳光社区卫生服务站,瓶北路469-473号,121.39655099129757,31.05499672209691,一级
闵行区江川社区卫生服务中心鹤北社区卫生服务站,闵行区鹤庆路136弄204号C甲,121.41425517836691,31.01188489975072,一级
上海交通大学医学院附属仁济医院南院,闵行区江月路2000号,121.49415824291049,31.083792796919763,三级
上海丞联中医门诊部,上海市闵行区新镇路603弄76号1层101、2层201,121.36053217625962,31.14742107815191,一级
上海喜氏中医门诊部,上海市闵行区浦驰路1528号207-210室,121.490597130996,31.09957128135148,一级
上海上虹中医门诊部（限于中医科的中药饮片和中药煎药费）,上海市闵行区青年路296号,121.34754816954165,31.15566087112582,一级
闵行区精神卫生中心第二执业点,莘庄镇疏影路578号,121.36749372575791,31.123638890637316,二级
闵行区莘庄社区卫生服务中心第二执业点,莘庄镇莘滨路18号一楼,121.37449732680287,31.1085467237952,一级
闵行区梅陇社区卫生服务中心,梅陇镇景彩路100号,121.39744909112059,31.12276961103546,一级
闵行区颛桥社区卫生服务中心田园分中心,颛桥镇都市路4258号,121.39230425320424,31.094089102836477,一级
闵行区新虹社区卫生服务中心新虹街道新家弄村卫生室,新虹街道新家弄村,121.2983430377255,31.212775724021714,一级
闵行区浦江社区卫生服务中心浦江镇召楼中心卫生室,浦江镇召楼镇北首,121.53115103303693,31.07049821894766,一级
闵行区浦江社区卫生服务中心浦江镇苏民中心卫生室,浦江镇陈行公路1239号,121.52795597523634,31.108546722173685,一级
闵行区梅陇社区卫生服务中心梅陇镇曙建村卫生室,梅陇镇曙建村,121.41445783786813,31.098819050551885,一级
闵行区梅陇社区卫生服务中心梅陇镇永联村卫生室,梅陇镇永联村龙联路100号,121.43918489689702,31.11084221043801,一级
闵行区梅陇社区卫生服务中心梅陇镇双溪村卫生室,梅陇镇双溪村,121.45176554865729,31.074019405567654,一级
闵行区华漕社区卫生服务中心华漕镇红卫村卫生室,华漕镇红卫村,121.27384090194953,31.230407279245718,一级
闵行区华漕社区卫生服务中心华漕镇鹫山村卫生室,华漕镇鹫山村,121.24580314396717,31.24501082298356,一级
闵行区华漕社区卫生服务中心华漕镇许浦村卫生室,华漕镇许浦村,121.33260293998936,31.226507627708553,一级
闵行区华漕社区卫生服务中心华江路社区卫生服务站,闵行区华漕镇北街17号华漕成人学校华兴楼一楼,121.32196808470896,31.22641798823718,一级
闵行区中心医院,莘松路170号,121.37151366426625,31.11003187110424,二级
上海市第五人民医院（二级结算）,鹤庆路801号,121.40205157825555,31.008278351734848,三级
闵行区吴泾医院,剑川路155号,121.46320818995835,31.043553621357063,二级
闵行区吴泾医院静安新城门诊部,漕宝路1467号静安新城十区1号,121.37568328245553,31.163468173049175,二级
闵行区中医医院,闵行区合川路3071号,121.37482182047499,31.179349820028825,二级
上海市民政第一精神卫生中心,上海市中春路9999号,121.32238407602387,31.1690074299925,二级
闵行区精神卫生中心,闸航路2500号,121.53282402149189,31.023077806959712,二级
闵行区妇幼保健院,顾戴路805号,121.38879429394966,31.14229382005449,二级
闵行区结核病防治院,剑川路159号,121.46288319746374,31.043487822600657,二级
闵行区肿瘤医院,闵行区瑞丽路106号,121.40344907103287,31.007096358041668,二级
闵行区牙病防治所,吴中路829乙,121.38804422641326,31.18147777251765,二级
闵行区梅陇社区卫生服务中心第二执业点,梅陇镇111号,121.43201228548475,31.092408571628567,一级
闵行区梅陇社区卫生服务中心曹行分中心,梅陇镇曹行支路26号,121.43352002894095,31.0928386577325,一级
闵行区梅陇社区卫生服务中心高兴社区卫生服务站,莘朱路879弄175号,121.4028335176027,31.11520631965721,一级
闵行区梅陇社区卫生服务中心南方社区卫生服务站,古美西路10号,121.38907277787511,31.135348430358928,一级
闵行区虹桥社区卫生服务中心万源分中心,闵行区万源路2439号,121.3810481555131,31.17655616569973,一级
闵行区浦江社区卫生服务中心杜行社区卫生服务站,闵行浦东沈杜路三号桥堍,121.52280903232052,31.065420420688444,一级
上海世道中医门诊部,上海市闵行区漕宝路1060号,121.39553770956488,31.16270146217837,一级
上海大方脉中医门诊部,上海市闵行区都市路4448号、4452号,121.3890308636711,31.100033780967056,一级
闵行区吴泾第二社区卫生服务中心,吴泾镇永德路790号,121.44604451896758,31.04301890951963,一级
闵行区梅陇社区卫生服务中心行南社区卫生服务站,虹梅南路1588弄26号,121.4236146565133,31.11800517079622,一级
闵行区虹桥社区卫生服务中心,吴中路829号,121.38804422641326,31.18147777251765,一级
闵行区虹桥社区卫生服务中心井亭社区卫生服务站,虹莘路3799弄,121.36549377284929,31.16734912689099,一级
闵行区虹桥社区卫生服务中心振虹社区卫生服务站,姚虹东路108弄2号,121.40511383617283,31.18960787025887,一级
闵行区龙柏社区卫生服务中心,航东路608号,121.34974874589211,31.17974678086273,一级
闵行区龙柏社区卫生服务中心龙柏分中心,青杉路250号,121.36040569471902,31.17840118461498,一级
闵行区龙柏社区卫生服务中心航华三村社区卫生服务站,航南路22号,121.35541467436133,31.173630895040063,一级
闵行区马桥社区卫生服务中心,马桥镇富砾路188号,121.36166904586203,31.035327254794076,一级
闵行区浦江社区卫生服务中心,闵行区浦江镇江文路681号,121.52813836647765,31.06263108188192,一级
闵行区浦江社区卫生服务中心陈行分中心,闵行区浦瑞路333号,121.48675242127568,31.07585718011993,一级
闵行区浦江社区卫生服务中心鲁汇分中心,闵行区鲁汇镇闸航路2550弄39号,121.53093232751178,31.022741321228576,一级
闵行区七宝社区卫生服务中心,七宝镇富强街94号,121.35432534216743,31.15404071826975,一级
闵行区七宝社区卫生服务中心万科城市花园社区卫生服务站,万科花园七莘路3333号,121.33999532284082,31.161599037225937,一级
闵行区七宝社区卫生服务中心大上海国际花园社区卫生服务站,漕宝路1555弄,121.37332563220681,31.166246954660014,一级
闵行区吴泾社区卫生服务中心,北吴路448号,121.43884271595755,31.058006402456154,一级
闵行区吴泾社区卫生服务中心（剑川路执业点）,剑川路100弄43号,121.46810534970635,31.046499832975545,一级
闵行区颛桥社区卫生服务中心,颛桥镇颛兴路122号,121.39331717348259,31.06919796904971,一级
闵行区颛桥社区卫生服务中心北桥分中心,闵行区金塔路120号,121.41658457797195,31.044515676769176,一级
闵行区颛桥社区卫生服务中心田园都市社区卫生服务站,都市路4258号,121.39216230928037,31.09387725539629,一级
闵行区颛桥社区卫生服务中心银春社区卫生服务站,都市南路165弄1号底楼西侧,121.41930051946886,31.03305179973347,一级
闵行区颛桥社区卫生服务中心申北社区卫生服务站,春光路742号,121.37892740800376,31.090986696063162,一级
闵行区莘庄社区卫生服务中心,莘庄镇水清路1099号,121.37008373392045,31.12987156231004,一级
闵行区莘庄社区卫生服务中心莘城社区卫生服务站,莘朱路487号,121.38824921261372,31.11153771106488,一级
闵行区莘庄社区卫生服务中心沁园春社区卫生服务站,沁园春二村内,121.3731019763757,31.096155961909776,一级
闵行区莘庄社区卫生服务中心绿梅社区卫生服务站,莘北路399弄52号,121.36232226978156,31.11326808535811,一级
闵行区古美社区卫生服务中心,龙茗路668号,121.38384963135717,31.135652773804974,一级
闵行区古美社区卫生服务中心平吉社区卫生服务站,虹莘路2288弄135号,121.37907158989378,31.144974045614976,一级
闵行区古美社区卫生服务中心平南社区卫生服务站,平南三村48号,121.38617053183323,31.15470240989354,一级
闵行区古美社区卫生服务中心成亿社区卫生服务站,平阳路92号,121.39853820183426,31.144888722851608,一级
闵行区华漕社区卫生服务中心,华漕镇诸翟保乐路2号,121.28717326622893,31.210757076943086,一级
闵行区新虹社区卫生服务中心华美分中心,华漕镇吴漕路1038号,121.32352994624787,31.221446326686866,一级
闵行区华漕社区卫生服务中心纪王分中心,华漕镇纪王镇纪信路47号,121.26777816819124,31.240798175945244,一级
闵行区江川社区卫生服务中心,沪闵路63号,121.42163498828701,31.002656007464378,一级
闵行区江川社区卫生服务中心碧江分中心,昆阳路520弄10号,121.36845615710799,30.99951375397352,一级
闵行区江川社区卫生服务中心红旗社区卫生服务站,碧江路388号,121.39619464872351,31.01298622450206,一级
闵行区江川社区卫生服务中心沧源社区卫生服务站,闵行区永平路61号,121.42786783595423,31.01575380066476,一级
闵行区世博家园门诊部,闵行区浦驰路52号,121.49954039056246,31.074395254353973,一级
上海军民护理院,沪闵路309号,121.4183732798941,31.012078210171577,一级
闵行区古美社区卫生服务中心万源城社区卫生服务站,闵行区平吉路528号,121.39092203223929,31.147390391493214,一级
上海同宁精神病康复院,沪闵路3211号,121.40411227544809,31.04196213112682,一级
上海青春精神病康复院,莘庄镇青春村金家塘,121.36622764403293,31.098984000205938,一级
上海吴中精神病康复医院,北松路299号,121.36754916884453,31.036814922605622,一级
上海紫兴精神病康复院,沪闵路1677号,121.4117294373477,31.03108892143172,一级
上海市闵行区浦锦社区卫生服务中心,上海市闵行区竹园西路1002号及1034号一层、二层,121.49803421770281,31.071518382925706,一级
上海快乐家园护理院,上海市闵行区金光路259号,121.2724421970002,31.20072685689428,一级
上海莘宝中医门诊部,上海市闵行区七莘路3563号、星站路169号地下一层A01-A06室,121.33840830465121,31.166684295802874,一级
上海市闵行区虹桥社区卫生服务中心龙柏分中心,上海市闵行区青衫路250号,121.36041867772636,31.178352191401792,一级
上海古美医院,闵行区古美路1388号,121.39566793865566,31.159928891359872,一级
上海银都中医门诊部,闵行区莘庄镇莘朱路190、198号,121.3807701810673,31.109845823597013,一级
上海虹桥医院,闵行区虹桥镇虹梅路2181号,121.39018474493284,31.176641431075254,一级
闵行区七宝社区卫生服务中心农南社区卫生服务站,闵行区新镇路456号,121.36622565173138,31.145050897491956,一级
上海健阳门诊部,闵行区虹桥镇虹莘路3998号,121.36784495978999,31.172962408189047,一级
上海新起点康复医院,上海市闵行区纪翟路888号19幢西楼,121.28064455319908,31.215401575997987,二级
上海永慈康复医院,上海市闵行区联友路369号,121.26922757492773,31.217401816716183,二级
上海忠春门诊部,上海市闵行区中春路7319号,121.3400178630582,31.143202675348544,一级
上海万嘉中医门诊部,吴中路1100号5幢1层C座,121.38132471342314,31.179086689550367,一级
闵行区吴泾社区卫生服务中心吴泾镇星火村卫生室,吴泾镇星火村19组内,121.46734151272497,31.03932894256914,一级
闵行区吴泾社区卫生服务中心吴泾镇塘湾村卫生室,吴泾镇塘湾村,121.43807416318874,31.057169522333975,一级
闵行区吴泾社区卫生服务中心吴泾镇友爱中心卫生室,吴泾镇永德路360弄5号101、102室,121.45117644777393,31.045179656270722,一级
新虹社区卫生服务中心陶家角村卫生室,新虹街道陶家角村,121.32570115556064,31.21954905702257,一级
浦江社区卫生服务中心立民村卫生室,浦江镇立民村,121.54920266864598,31.103215781065824,一级
浦江社区卫生服务中心勤俭村卫生室,浦江镇勤俭村,121.48251723579413,31.078735057697006,一级
浦江社区卫生服务中心胜利村卫生室,浦江镇胜利村,121.54365895649035,31.0653290474232,一级
浦江社区卫生服务中心万里村卫生室,浦江镇万里村,121.5275837065427,31.085669539528844,一级
浦江社区卫生服务中心联星村卫生室,浦江镇联星村,121.54622899520378,31.09598898028877,一级
浦江社区卫生服务中心塘口中心卫生室,浦江镇塘口村塘浦路边,121.47200763402554,31.09880872981537,一级
浦江社区卫生服务中心近浦卫生室,浦江镇近浦村,121.47152090790922,31.100179618275625,一级
浦江社区卫生服务中心芦胜卫生室,浦江镇芦胜村,121.4761515991208,31.109935201612593,一级
浦江社区卫生服务中心恒星卫生室,浦江镇恒星村,121.48536414649524,31.1154819185342,一级
浦江社区卫生服务中心友建卫生室,浦江镇友建村,121.50159994509906,31.120056919819042,一级
浦江社区卫生服务中心跃农卫生室,浦江镇跃农村,121.47863230453352,31.08385287210673,一级
浦江社区卫生服务中心建东村卫生室,浦江镇建东村,121.4987693372836,31.04205854219745,一级
浦江社区卫生服务中心联民村卫生室,浦江镇联民村,121.48626832427307,31.044850551278326,一级
浦江社区卫生服务中心光继村卫生室,浦江镇光继村,121.53010627529105,31.004874747111064,一级
浦江社区卫生服务中心正义村卫生室,浦江镇正义村,121.5224755151881,31.010398511235287,一级
浦江社区卫生服务中心汇红村卫生室,浦江镇汇红村,121.53995166877415,31.021209599267458,一级
浦江社区卫生服务中心汇南村卫生室,浦江镇汇南村,121.55657899997783,31.006806246762427,一级
浦江社区卫生服务中心群益村卫生室,浦江镇群益村,121.5199958101766,31.07635750531021,一级
浦江社区卫生服务中心建岗村卫生室,浦江镇建岗村,121.52400352957811,31.05820577070444,一级
浦江社区卫生服务中心建新村卫生室,浦江镇建新村,121.51524670625221,31.040515815336484,一级
浦江社区卫生服务中心联合村卫生室,浦江镇联合村,121.51237292229955,31.05069968659209,一级
浦江社区卫生服务中心永丰卫生室,浦江镇永丰村,121.496967356378,31.012331519986066,一级
浦江社区卫生服务中心永新卫生室,浦江镇永新村,121.49589600037726,31.01833378193147,一级
浦江社区卫生服务中心新风卫生室,浦江镇新风村,121.54531922373027,31.04123839733348,一级
浦江社区卫生服务中心北徐卫生室,浦江镇北徐村,121.5285697130919,31.038595080163624,一级
浦江社区卫生服务中心先进卫生室,浦江镇先进村,121.5262966004371,31.03785062086142,一级
浦江社区卫生服务中心汇西卫生室,浦江镇汇西村,121.5245854784201,31.021355738112035,一级
浦江社区卫生服务中心汇东村卫生室,浦江镇汇东村,121.55667914784304,31.01966084968977,一级
浦江社区卫生服务中心汇北卫生室,浦江镇汇北村,121.53688604242166,31.021546411238226,一级
浦江社区卫生服务中心汇中村卫生室,浦江镇汇中村丰南路68号,121.54810142070684,31.01357513004426,一级
吴泾社区卫生服务中心新建村卫生室,吴泾镇新建村,121.44136660746582,31.065383800530974,一级
吴泾社区卫生服务中心共和村卫生室,吴泾镇共和村,121.46014621731096,31.051739107117193,一级
吴泾社区卫生服务中心和平村卫生室,和平村5组,121.72712628573265,31.204950886281285,一级
梅陇社区卫生服务中心集心村卫生室,梅陇镇集心村,121.40847639295922,31.11031100285121,一级
梅陇社区卫生服务中心曹中村卫生室,梅陇镇双柏路1388号,121.42613879887513,31.089277170814373,一级
梅陇社区卫生服务中心五一村卫生室,虹梅南路2020号,121.40555392611752,31.098632273667498,一级
梅陇社区卫生服务中心曹行村中心卫生室,梅陇镇曹行村4组,121.440626195033,31.097456272555096,一级
梅陇社区卫生服务中心行西村卫生室,梅龙镇行西村,121.40880681362673,31.11924525658411,一级
梅陇社区卫生服务中心永联村卫生室,梅陇镇永联村龙联路100号,121.43918489689702,31.11084221043801,一级
华漕社区卫生服务中心陈家角村卫生室,北青公路832弄258号,121.28534571355377,31.21869084456074,一级
华漕社区卫生服务中心华漕村卫生室,华漕镇华漕村,121.31724392670112,31.22552044471603,一级
华漕社区卫生服务中心纪东村卫生室,华漕镇纪东村,121.27307337031722,31.248201951923164,一级
华漕社区卫生服务中心纪王村卫生室,华漕镇纪王村,121.26757040665338,31.24057944766312,一级
华漕社区卫生服务中心纪西村卫生室,华漕镇纪西村,121.25732637128046,31.237099631537443,一级
华漕社区卫生服务中心石皮弄村卫生室,华漕镇石皮弄村,121.26759919149265,31.207427994824513,一级
华漕社区卫生服务中心王泥浜村卫生室,华漕镇王泥浜村,121.30896129484438,31.22760799318524,一级
华漕社区卫生服务中心卫星村卫生室,华漕镇卫星村,121.26472504335275,31.231178971305695,一级
华漕社区卫生服务中心杨家巷村卫生室,华漕镇杨家巷村,121.29759043827046,31.225789810348434,一级
华漕社区卫生服务中心赵家村卫生室,华漕镇赵家村,121.25683945627573,31.2514603705441,一级
华漕社区卫生服务中心朱家泾村卫生室,华漕镇朱家泾村,121.27972258099197,31.219753641704465,一级
华漕社区卫生服务中心诸翟村卫生室,华漕镇诸翟村卫,121.28972099200567,31.20791873527457,一级
颛桥社区卫生服务中心北桥村卫生室,颛桥镇北桥村,121.39442650085927,31.04001260611271,一级
颛桥社区卫生服务中心向阳村卫生室,颛桥镇向阳村,121.41491472966032,31.07025851679844,一级
颛桥社区卫生服务中心中心村卫生室,颛桥镇中心村,121.40860984075522,31.03680585601996,一级
莘庄社区卫生服务中心莘北村卫生室,莘庄镇绿梅三村,121.36266176961944,31.112908830422455,一级
莘庄社区卫生服务中心东吴村卫生室,莘庄镇疏影路693号乙,121.36405982532912,31.1221269521261,一级
莘庄社区卫生服务中心莘联中心卫生室,莘庄镇莘朱路488号,121.38695874643032,31.112761596246074,一级
七宝社区卫生服务中心新龙村卫生室,七宝镇新龙村,121.34687056448543,31.166794232580003,一级
